# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 8.02038180141405,2.5040000000000013,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 8.06132644141405,2.5121889280000014,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 8.10256292141405,2.5204362240000013,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 8.144095081414049,2.5287426560000013,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 8.185926761414049,2.537108992000001,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 8.228061801414048,2.545536000000001,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 8.27050404141405,2.5540244480000016,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 8.31325732141405,2.5625751040000013,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 8.35632548141405,2.5711887360000016,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 8.39971236141405,2.5798661120000017,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 8.443421801414049,2.5886080000000016,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 8.48745764141405,2.5974151680000017,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 8.531823721414048,2.6062883840000013,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 8.57652388141405,2.6152284160000017,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 8.621561961414049,2.6242360320000016,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 8.666941801414048,2.6333120000000014,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 8.71266724141405,2.642457088000002,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 8.758742121414047,2.6516720640000013,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 8.805170281414046,2.6609576960000014,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 8.851955561414048,2.6703147520000017,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 8.899101801414048,2.6797440000000017,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 8.94661284141405,2.689246208000002,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 8.994492521414047,2.6988221440000015,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 9.04274468141405,2.708472576000002,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 9.09137316141405,2.7181982720000017,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 9.140381801414051,2.728000000000002,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 9.189774441414052,2.737878528000002,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 9.23955492141405,2.747834624000002,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 9.28972708141405,2.757869056000002,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 9.34029476141405,2.767982592000002,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 9.39126180141405,2.778176000000002,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 9.44263204141405,2.7884500480000023,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 9.494409321414048,2.798805504000002,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
 9.546597481414048,2.809243136000002,3.0,0.0,0.2,0.0,0,0.0,0.0,0.0
